CustomerID,recency,frequency,monetary,recency_score,frequency_score,monetary_score,rfm_score,rf_score,segment
15406,30,2,30.0,4,3,2,432.0,43,Potential Loyalists
15407,33,4,33.0,3,4,3,343.0,34,Loyal Customers
15408,263,1,263.0,1,1,5,115.0,11,Lapsed Customers
15410,83,8,83.0,2,5,4,254.0,25,Churned Customers
15411,25,4,25.0,4,4,2,442.0,44,Loyal Customers
15412,170,1,170.0,2,1,4,214.0,21,Lapsed Customers
15414,9,3,9.0,5,3,1,531.0,53,Potential Loyalists
15415,312,1,312.0,1,1,5,115.0,11,Lapsed Customers
15416,64,4,64.0,3,4,3,343.0,34,Loyal Customers
15417,84,1,84.0,2,1,4,214.0,21,Lapsed Customers
15419,24,1,24.0,4,1,2,412.0,41,New Customers
15421,58,4,58.0,3,4,3,343.0,34,Loyal Customers
15422,322,2,322.0,1,3,5,135.0,13,At Risk
15423,37,1,37.0,3,1,3,313.0,31,Less Frequent
15424,253,2,253.0,1,3,5,135.0,13,At Risk
15426,18,5,18.0,4,4,2,442.0,44,Loyal Customers
15427,32,3,32.0,4,3,2,432.0,43,Potential Loyalists
15428,14,1,14.0,4,1,2,412.0,41,New Customers
15429,26,2,26.0,4,3,2,432.0,43,Potential Loyalists
15432,22,1,22.0,4,1,2,412.0,41,New Customers
15433,213,2,213.0,1,3,5,135.0,13,At Risk
15434,7,5,7.0,5,4,1,541.0,54,Top Customers
15435,21,1,21.0,4,1,2,412.0,41,New Customers
15436,11,3,11.0,5,3,1,531.0,53,Potential Loyalists
15437,261,1,261.0,1,1,5,115.0,11,Lapsed Customers
15438,130,1,130.0,2,1,4,214.0,21,Lapsed Customers
15440,54,3,54.0,3,3,3,333.0,33,Need Attention
15442,248,1,248.0,1,1,5,115.0,11,Lapsed Customers
15443,1,7,1.0,5,5,1,551.0,55,Top Customers
15444,8,2,8.0,5,3,1,531.0,53,Potential Loyalists
15445,263,1,263.0,1,1,5,115.0,11,Lapsed Customers
15447,330,1,330.0,1,1,5,115.0,11,Lapsed Customers
15448,312,1,312.0,1,1,5,115.0,11,Lapsed Customers
15449,25,3,25.0,4,3,2,432.0,43,Potential Loyalists
15450,29,1,29.0,4,1,2,412.0,41,New Customers
15452,29,3,29.0,4,3,2,432.0,43,Potential Loyalists
15453,1,7,1.0,5,5,1,551.0,55,Top Customers
15454,361,1,361.0,1,1,5,115.0,11,Lapsed Customers
15456,282,3,282.0,1,3,5,135.0,13,At Risk
15457,261,1,261.0,1,1,5,115.0,11,Lapsed Customers
15458,24,1,24.0,4,1,2,412.0,41,New Customers
15460,353,1,353.0,1,1,5,115.0,11,Lapsed Customers
15462,93,3,93.0,2,3,4,234.0,23,At Risk
15463,28,1,28.0,4,1,2,412.0,41,New Customers
15464,337,1,337.0,1,1,5,115.0,11,Lapsed Customers
15465,19,18,19.0,4,5,2,452.0,45,Loyal Customers
15466,84,1,84.0,2,1,4,214.0,21,Lapsed Customers
15467,8,3,8.0,5,3,1,531.0,53,Potential Loyalists
15468,50,2,50.0,3,3,3,333.0,33,Need Attention
15469,49,2,49.0,3,3,3,333.0,33,Need Attention
15471,1,1,1.0,5,1,1,511.0,51,New Customers
15472,112,1,112.0,2,1,4,214.0,21,Lapsed Customers
15473,13,7,13.0,4,5,2,452.0,45,Loyal Customers
15475,76,1,76.0,2,1,4,214.0,21,Lapsed Customers
15478,39,2,39.0,3,3,3,333.0,33,Need Attention
15480,115,1,115.0,2,1,4,214.0,21,Lapsed Customers
15482,15,12,15.0,4,5,2,452.0,45,Loyal Customers
15483,160,4,160.0,2,4,4,244.0,24,At Risk
15484,0,4,0.0,5,4,1,541.0,54,Top Customers
15485,29,3,29.0,4,3,2,432.0,43,Potential Loyalists
15488,92,1,92.0,2,1,4,214.0,21,Lapsed Customers
15489,22,3,22.0,4,3,2,432.0,43,Potential Loyalists
15491,94,6,94.0,2,5,4,254.0,25,Churned Customers
15492,27,2,27.0,4,3,2,432.0,43,Potential Loyalists
15493,32,5,32.0,4,4,2,442.0,44,Loyal Customers
15494,20,2,20.0,4,3,2,432.0,43,Potential Loyalists
15497,17,2,17.0,4,3,2,432.0,43,Potential Loyalists
15498,2,27,2.0,5,5,1,551.0,55,Top Customers
15500,7,4,7.0,5,4,1,541.0,54,Top Customers
15502,15,12,15.0,4,5,2,452.0,45,Loyal Customers
15503,362,1,362.0,1,1,5,115.0,11,Lapsed Customers
15504,80,1,80.0,2,1,4,214.0,21,Lapsed Customers
15505,52,5,52.0,3,4,3,343.0,34,Loyal Customers
15506,22,3,22.0,4,3,2,432.0,43,Potential Loyalists
15507,171,1,171.0,2,1,4,214.0,21,Lapsed Customers
15508,188,6,188.0,1,5,5,155.0,15,Churned Customers
15510,330,1,330.0,1,1,5,115.0,11,Lapsed Customers
15511,11,5,11.0,5,4,1,541.0,54,Top Customers
15512,155,2,155.0,2,3,4,234.0,23,At Risk
15513,32,19,32.0,4,5,2,452.0,45,Loyal Customers
15514,11,11,11.0,5,5,1,551.0,55,Top Customers
15516,44,3,44.0,3,3,3,333.0,33,Need Attention
15517,232,1,232.0,1,1,5,115.0,11,Lapsed Customers
15518,63,8,63.0,3,5,3,353.0,35,Loyal Customers
15520,1,1,1.0,5,1,1,511.0,51,New Customers
15521,39,8,39.0,3,5,3,353.0,35,Loyal Customers
15522,32,2,32.0,4,3,2,432.0,43,Potential Loyalists
15523,83,1,83.0,2,1,4,214.0,21,Lapsed Customers
15524,24,1,24.0,4,1,2,412.0,41,New Customers
15525,1,3,1.0,5,3,1,531.0,53,Potential Loyalists
15526,32,2,32.0,4,3,2,432.0,43,Potential Loyalists
15527,18,8,18.0,4,5,2,452.0,45,Loyal Customers
15528,253,1,253.0,1,1,5,115.0,11,Lapsed Customers
15529,22,11,22.0,4,5,2,452.0,45,Loyal Customers
15530,21,4,21.0,4,4,2,442.0,44,Loyal Customers
15531,7,2,7.0,5,3,1,531.0,53,Potential Loyalists
15532,24,4,24.0,4,4,2,442.0,44,Loyal Customers
15533,18,3,18.0,4,3,2,432.0,43,Potential Loyalists
15535,172,4,172.0,2,4,4,244.0,24,At Risk
15537,162,1,162.0,2,1,4,214.0,21,Lapsed Customers
15539,6,1,6.0,5,1,1,511.0,51,New Customers
15540,10,1,10.0,5,1,1,511.0,51,New Customers
15541,113,1,113.0,2,1,4,214.0,21,Lapsed Customers
15543,287,1,287.0,1,1,5,115.0,11,Lapsed Customers
15544,8,9,8.0,5,5,1,551.0,55,Top Customers
15545,53,2,53.0,3,3,3,333.0,33,Need Attention
15547,6,14,6.0,5,5,1,551.0,55,Top Customers
15549,76,3,76.0,2,3,4,234.0,23,At Risk
15550,3,4,3.0,5,4,1,541.0,54,Top Customers
15551,36,1,36.0,3,1,3,313.0,31,Less Frequent
15552,216,1,216.0,1,1,5,115.0,11,Lapsed Customers
15553,59,1,59.0,3,1,3,313.0,31,Less Frequent
15554,277,1,277.0,1,1,5,115.0,11,Lapsed Customers
15555,11,16,11.0,5,5,1,551.0,55,Top Customers
15556,23,1,23.0,4,1,2,412.0,41,New Customers
15557,28,1,28.0,4,1,2,412.0,41,New Customers
15561,11,4,11.0,5,4,1,541.0,54,Top Customers
15562,351,1,351.0,1,1,5,115.0,11,Lapsed Customers
15563,21,4,21.0,4,4,2,442.0,44,Loyal Customers
15565,49,2,49.0,3,3,3,333.0,33,Need Attention
15567,18,1,18.0,4,1,2,412.0,41,New Customers
15568,2,3,2.0,5,3,1,531.0,53,Potential Loyalists
15569,103,5,103.0,2,4,4,244.0,24,At Risk
15570,6,12,6.0,5,5,1,551.0,55,Top Customers
15571,11,4,11.0,5,4,1,541.0,54,Top Customers
15572,4,7,4.0,5,5,1,551.0,55,Top Customers
15573,31,2,31.0,4,3,2,432.0,43,Potential Loyalists
15574,177,4,177.0,2,4,4,244.0,24,At Risk
15576,37,1,37.0,3,1,3,313.0,31,Less Frequent
15577,150,3,150.0,2,3,4,234.0,23,At Risk
15578,161,1,161.0,2,1,4,214.0,21,Lapsed Customers
15579,68,2,68.0,3,3,3,333.0,33,Need Attention
15581,120,13,120.0,2,5,4,254.0,25,Churned Customers
15582,24,3,24.0,4,3,2,432.0,43,Potential Loyalists
15584,23,4,23.0,4,4,2,442.0,44,Loyal Customers
15585,176,1,176.0,2,1,4,214.0,21,Lapsed Customers
15587,49,4,49.0,3,4,3,343.0,34,Loyal Customers
15589,255,3,255.0,1,3,5,135.0,13,At Risk
15592,46,1,46.0,3,1,3,313.0,31,Less Frequent
15593,70,1,70.0,3,1,3,313.0,31,Less Frequent
15594,15,5,15.0,4,4,2,442.0,44,Loyal Customers
15596,100,5,100.0,2,4,4,244.0,24,At Risk
15597,34,1,34.0,3,1,3,313.0,31,Less Frequent
15598,52,1,52.0,3,1,3,313.0,31,Less Frequent
15599,26,2,26.0,4,3,2,432.0,43,Potential Loyalists
15601,10,14,10.0,5,5,1,551.0,55,Top Customers
15602,7,9,7.0,5,5,1,551.0,55,Top Customers
15603,78,1,78.0,2,1,4,214.0,21,Lapsed Customers
15604,51,1,51.0,3,1,3,313.0,31,Less Frequent
15605,35,5,35.0,3,4,3,343.0,34,Loyal Customers
15606,60,9,60.0,3,5,3,353.0,35,Loyal Customers
15607,336,1,336.0,1,1,5,115.0,11,Lapsed Customers
15608,27,4,27.0,4,4,2,442.0,44,Loyal Customers
15609,183,1,183.0,1,1,5,115.0,11,Lapsed Customers
15610,51,1,51.0,3,1,3,313.0,31,Less Frequent
15611,9,13,9.0,5,5,1,551.0,55,Top Customers
15612,35,2,35.0,3,3,3,333.0,33,Need Attention
15615,9,23,9.0,5,5,1,551.0,55,Top Customers
15618,32,4,32.0,4,4,2,442.0,44,Loyal Customers
15619,10,1,10.0,5,1,1,511.0,51,New Customers
15620,56,3,56.0,3,3,3,333.0,33,Need Attention
15621,3,4,3.0,5,4,1,541.0,54,Top Customers
15622,42,9,42.0,3,5,3,353.0,35,Loyal Customers
15623,140,1,140.0,2,1,4,214.0,21,Lapsed Customers
15624,116,4,116.0,2,4,4,244.0,24,At Risk
15625,103,4,103.0,2,4,4,244.0,24,At Risk
15626,74,2,74.0,2,3,4,234.0,23,At Risk
15628,4,9,4.0,5,5,1,551.0,55,Top Customers
15630,44,2,44.0,3,3,3,333.0,33,Need Attention
15632,15,8,15.0,4,5,2,452.0,45,Loyal Customers
15634,16,1,16.0,4,1,2,412.0,41,New Customers
15636,89,2,89.0,2,3,4,234.0,23,At Risk
15637,52,1,52.0,3,1,3,313.0,31,Less Frequent
15639,133,1,133.0,2,1,4,214.0,21,Lapsed Customers
15640,3,15,3.0,5,5,1,551.0,55,Top Customers
15641,104,4,104.0,2,4,4,244.0,24,At Risk
15643,191,3,191.0,1,3,5,135.0,13,At Risk
15644,165,4,165.0,2,4,4,244.0,24,At Risk
15645,18,1,18.0,4,1,2,412.0,41,New Customers
15646,157,3,157.0,2,3,4,234.0,23,At Risk
15648,203,2,203.0,1,3,5,135.0,13,At Risk
15649,335,2,335.0,1,3,5,135.0,13,At Risk
15651,36,3,36.0,3,3,3,333.0,33,Need Attention
15652,90,1,90.0,2,1,4,214.0,21,Lapsed Customers
15653,92,2,92.0,2,3,4,234.0,23,At Risk
15654,8,2,8.0,5,3,1,531.0,53,Potential Loyalists
15655,242,1,242.0,1,1,5,115.0,11,Lapsed Customers
15656,44,4,44.0,3,4,3,343.0,34,Loyal Customers
15657,22,1,22.0,4,1,2,412.0,41,New Customers
15658,189,5,189.0,1,4,5,145.0,14,At Risk
15659,43,1,43.0,3,1,3,313.0,31,Less Frequent
15660,24,9,24.0,4,5,2,452.0,45,Loyal Customers
15661,316,2,316.0,1,3,5,135.0,13,At Risk
15663,105,1,105.0,2,1,4,214.0,21,Lapsed Customers
15664,50,1,50.0,3,1,3,313.0,31,Less Frequent
15665,167,2,167.0,2,3,4,234.0,23,At Risk
15667,39,1,39.0,3,1,3,313.0,31,Less Frequent
15668,217,1,217.0,1,1,5,115.0,11,Lapsed Customers
15669,39,4,39.0,3,4,3,343.0,34,Loyal Customers
15670,296,1,296.0,1,1,5,115.0,11,Lapsed Customers
15671,18,7,18.0,4,5,2,452.0,45,Loyal Customers
15673,87,4,87.0,2,4,4,244.0,24,At Risk
15674,72,5,72.0,2,4,4,244.0,24,At Risk
15675,80,3,80.0,2,3,4,234.0,23,At Risk
15676,18,3,18.0,4,3,2,432.0,43,Potential Loyalists
15677,48,1,48.0,3,1,3,313.0,31,Less Frequent
15678,52,1,52.0,3,1,3,313.0,31,Less Frequent
15679,23,4,23.0,4,4,2,442.0,44,Loyal Customers
15680,8,3,8.0,5,3,1,531.0,53,Potential Loyalists
15681,24,5,24.0,4,4,2,442.0,44,Loyal Customers
15683,116,1,116.0,2,1,4,214.0,21,Lapsed Customers
15687,8,9,8.0,5,5,1,551.0,55,Top Customers
15689,119,2,119.0,2,3,4,234.0,23,At Risk
15690,3,2,3.0,5,3,1,531.0,53,Potential Loyalists
15691,251,1,251.0,1,1,5,115.0,11,Lapsed Customers
15692,27,1,27.0,4,1,2,412.0,41,New Customers
15694,0,14,0.0,5,5,1,551.0,55,Top Customers
15695,266,2,266.0,1,3,5,135.0,13,At Risk
15696,32,8,32.0,4,5,2,452.0,45,Loyal Customers
15699,17,1,17.0,4,1,2,412.0,41,New Customers
15700,171,2,171.0,2,3,4,234.0,23,At Risk
15701,1,4,1.0,5,4,1,541.0,54,Top Customers
15703,264,1,264.0,1,1,5,115.0,11,Lapsed Customers
15704,139,4,139.0,2,4,4,244.0,24,At Risk
15705,200,1,200.0,1,1,5,115.0,11,Lapsed Customers
15706,63,4,63.0,3,4,3,343.0,34,Loyal Customers
15707,34,4,34.0,3,4,3,343.0,34,Loyal Customers
15708,40,7,40.0,3,5,3,353.0,35,Loyal Customers
15709,283,1,283.0,1,1,5,115.0,11,Lapsed Customers
15712,8,5,8.0,5,4,1,541.0,54,Top Customers
15713,142,2,142.0,2,3,4,234.0,23,At Risk
15714,11,2,11.0,5,3,1,531.0,53,Potential Loyalists
15716,145,4,145.0,2,4,4,244.0,24,At Risk
15717,233,1,233.0,1,1,5,115.0,11,Lapsed Customers
15719,32,13,32.0,4,5,2,452.0,45,Loyal Customers
15720,23,1,23.0,4,1,2,412.0,41,New Customers
15721,11,1,11.0,5,1,1,511.0,51,New Customers
15722,35,5,35.0,3,4,3,343.0,34,Loyal Customers
15723,364,1,364.0,1,1,5,115.0,11,Lapsed Customers
15724,200,2,200.0,1,3,5,135.0,13,At Risk
15725,14,1,14.0,4,1,2,412.0,41,New Customers
15727,16,7,16.0,4,5,2,452.0,45,Loyal Customers
15729,212,1,212.0,1,1,5,115.0,11,Lapsed Customers
15730,65,3,65.0,3,3,3,333.0,33,Need Attention
15732,211,2,211.0,1,3,5,135.0,13,At Risk
15733,282,1,282.0,1,1,5,115.0,11,Lapsed Customers
15734,114,2,114.0,2,3,4,234.0,23,At Risk
15737,14,8,14.0,4,5,2,452.0,45,Loyal Customers
15738,18,16,18.0,4,5,2,452.0,45,Loyal Customers
15739,65,1,65.0,3,1,3,313.0,31,Less Frequent
15740,48,1,48.0,3,1,3,313.0,31,Less Frequent
15743,15,4,15.0,4,4,2,442.0,44,Loyal Customers
15744,77,1,77.0,2,1,4,214.0,21,Lapsed Customers
15745,18,4,18.0,4,4,2,442.0,44,Loyal Customers
15746,133,1,133.0,2,1,4,214.0,21,Lapsed Customers
15747,12,3,12.0,5,3,1,531.0,53,Potential Loyalists
15748,39,1,39.0,3,1,3,313.0,31,Less Frequent
15749,234,3,234.0,1,3,5,135.0,13,At Risk
15750,2,8,2.0,5,5,1,551.0,55,Top Customers
15752,39,7,39.0,3,5,3,353.0,35,Loyal Customers
15753,304,1,304.0,1,2,5,125.0,12,Lapsed Customers
15754,50,3,50.0,3,3,3,333.0,33,Need Attention
15755,9,6,9.0,5,5,1,551.0,55,Top Customers
15756,60,4,60.0,3,4,3,343.0,34,Loyal Customers
15757,65,2,65.0,3,3,3,333.0,33,Need Attention
15758,24,1,24.0,4,2,2,422.0,42,Potential Loyalists
15759,217,3,217.0,1,4,5,145.0,14,At Risk
15762,64,2,64.0,3,3,3,333.0,33,Need Attention
15763,31,2,31.0,4,3,2,432.0,43,Potential Loyalists
15764,87,6,87.0,2,5,4,254.0,25,Churned Customers
15766,63,1,63.0,3,2,3,323.0,32,Less Frequent
15768,115,3,115.0,2,4,4,244.0,24,At Risk
15769,6,26,6.0,5,5,1,551.0,55,Top Customers
15773,5,1,5.0,5,2,1,521.0,52,Potential Loyalists
15774,68,1,68.0,3,2,3,323.0,32,Less Frequent
15775,244,1,244.0,1,2,5,125.0,12,Lapsed Customers
15776,132,1,132.0,2,2,4,224.0,22,Lapsed Customers
15777,240,4,240.0,1,4,5,145.0,14,At Risk
15780,183,3,183.0,1,4,5,145.0,14,At Risk
15781,24,3,24.0,4,4,2,442.0,44,Loyal Customers
15782,9,3,9.0,5,4,1,541.0,54,Top Customers
15783,10,1,10.0,5,2,1,521.0,52,Potential Loyalists
15785,32,5,32.0,4,4,2,442.0,44,Loyal Customers
15786,45,3,45.0,3,4,3,343.0,34,Loyal Customers
15787,25,3,25.0,4,4,2,442.0,44,Loyal Customers
15789,357,1,357.0,1,2,5,125.0,12,Lapsed Customers
15790,9,1,9.0,5,2,1,521.0,52,Potential Loyalists
15791,43,2,43.0,3,3,3,333.0,33,Need Attention
15793,14,3,14.0,4,4,2,442.0,44,Loyal Customers
15795,149,1,149.0,2,2,4,224.0,22,Lapsed Customers
15796,0,8,0.0,5,5,1,551.0,55,Top Customers
15797,112,4,112.0,2,4,4,244.0,24,At Risk
15799,75,3,75.0,2,4,4,244.0,24,At Risk
15800,106,2,106.0,2,3,4,234.0,23,At Risk
15801,45,3,45.0,3,4,3,343.0,34,Loyal Customers
15802,142,1,142.0,2,2,4,224.0,22,Lapsed Customers
15803,50,1,50.0,3,2,3,323.0,32,Less Frequent
15804,0,13,0.0,5,5,1,551.0,55,Top Customers
15805,22,17,22.0,4,5,2,452.0,45,Loyal Customers
15806,45,3,45.0,3,4,3,343.0,34,Loyal Customers
15807,49,3,49.0,3,4,3,343.0,34,Loyal Customers
15808,305,4,305.0,1,4,5,145.0,14,At Risk
15809,35,5,35.0,3,4,3,343.0,34,Loyal Customers
15810,78,4,78.0,2,4,4,244.0,24,At Risk
15811,21,6,21.0,4,5,2,452.0,45,Loyal Customers
15812,106,5,106.0,2,4,4,244.0,24,At Risk
15813,207,2,207.0,1,3,5,135.0,13,At Risk
15814,16,4,16.0,4,4,2,442.0,44,Loyal Customers
15815,63,5,63.0,3,4,3,343.0,34,Loyal Customers
15819,48,4,48.0,3,4,3,343.0,34,Loyal Customers
15820,319,1,319.0,1,2,5,125.0,12,Lapsed Customers
15821,43,2,43.0,3,3,3,333.0,33,Need Attention
15822,2,2,2.0,5,3,1,531.0,53,Potential Loyalists
15823,371,1,371.0,1,2,5,125.0,12,Lapsed Customers
15825,171,1,171.0,2,2,4,224.0,22,Lapsed Customers
15826,55,3,55.0,3,4,3,343.0,34,Loyal Customers
15827,72,14,72.0,2,5,4,254.0,25,Churned Customers
15829,98,2,98.0,2,3,4,234.0,23,At Risk
15830,37,1,37.0,3,2,3,323.0,32,Less Frequent
15831,57,3,57.0,3,4,3,343.0,34,Loyal Customers
15832,253,1,253.0,1,2,5,125.0,12,Lapsed Customers
15834,69,4,69.0,3,4,3,343.0,34,Loyal Customers
15835,43,4,43.0,3,4,3,343.0,34,Loyal Customers
15836,49,1,49.0,3,2,3,323.0,32,Less Frequent
15837,64,1,64.0,3,2,3,323.0,32,Less Frequent
15838,10,19,10.0,5,5,1,551.0,55,Top Customers
15839,32,3,32.0,4,4,2,442.0,44,Loyal Customers
15840,58,2,58.0,3,3,3,333.0,33,Need Attention
15841,72,4,72.0,2,4,4,244.0,24,At Risk
15843,303,1,303.0,1,2,5,125.0,12,Lapsed Customers
15844,45,1,45.0,3,2,3,323.0,32,Less Frequent
15845,17,8,17.0,4,5,2,452.0,45,Loyal Customers
15847,37,2,37.0,3,3,3,333.0,33,Need Attention
15850,18,2,18.0,4,3,2,432.0,43,Potential Loyalists
15852,186,2,186.0,1,3,5,135.0,13,At Risk
15853,51,1,51.0,3,2,3,323.0,32,Less Frequent
15854,3,12,3.0,5,5,1,551.0,55,Top Customers
15855,136,5,136.0,2,4,4,244.0,24,At Risk
15856,3,27,3.0,5,5,1,551.0,55,Top Customers
15857,18,1,18.0,4,2,2,422.0,42,Potential Loyalists
15858,15,5,15.0,4,4,2,442.0,44,Loyal Customers
15860,40,8,40.0,3,5,3,353.0,35,Loyal Customers
15861,11,8,11.0,5,5,1,551.0,55,Top Customers
15862,7,4,7.0,5,4,1,541.0,54,Top Customers
15863,25,2,25.0,4,3,2,432.0,43,Potential Loyalists
15864,21,6,21.0,4,5,2,452.0,45,Loyal Customers
15865,40,3,40.0,3,4,3,343.0,34,Loyal Customers
15866,100,1,100.0,2,2,4,224.0,22,Lapsed Customers
15867,4,15,4.0,5,5,1,551.0,55,Top Customers
15869,276,2,276.0,1,3,5,135.0,13,At Risk
15870,32,1,32.0,4,2,2,422.0,42,Potential Loyalists
15872,14,2,14.0,4,3,2,432.0,43,Potential Loyalists
15874,63,7,63.0,3,5,3,353.0,35,Loyal Customers
15877,1,2,1.0,5,3,1,531.0,53,Potential Loyalists
15880,368,1,368.0,1,2,5,125.0,12,Lapsed Customers
15881,311,5,311.0,1,4,5,145.0,14,At Risk
15882,198,4,198.0,1,4,5,145.0,14,At Risk
15883,1,2,1.0,5,3,1,531.0,53,Potential Loyalists
15885,92,3,92.0,2,4,4,244.0,24,At Risk
15886,59,1,59.0,3,2,3,323.0,32,Less Frequent
15888,80,1,80.0,2,2,4,224.0,22,Lapsed Customers
15889,156,2,156.0,2,3,4,234.0,23,At Risk
15891,226,1,226.0,1,2,5,125.0,12,Lapsed Customers
15894,252,2,252.0,1,3,5,135.0,13,At Risk
15895,149,1,149.0,2,2,4,224.0,22,Lapsed Customers
15897,193,2,193.0,1,3,5,135.0,13,At Risk
15898,0,5,0.0,5,4,1,541.0,54,Top Customers
15899,368,1,368.0,1,2,5,125.0,12,Lapsed Customers
15900,23,1,23.0,4,2,2,422.0,42,Potential Loyalists
15901,16,3,16.0,4,4,2,442.0,44,Loyal Customers
15903,9,7,9.0,5,5,1,551.0,55,Top Customers
15904,7,1,7.0,5,2,1,521.0,52,Potential Loyalists
15906,19,7,19.0,4,5,2,452.0,45,Loyal Customers
15907,3,3,3.0,5,4,1,541.0,54,Top Customers
15909,173,1,173.0,2,2,4,224.0,22,Lapsed Customers
15910,0,8,0.0,5,5,1,551.0,55,Top Customers
15912,177,2,177.0,2,3,4,234.0,23,At Risk
15916,15,8,15.0,4,5,2,452.0,45,Loyal Customers
15917,247,1,247.0,1,2,5,125.0,12,Lapsed Customers
15918,190,2,190.0,1,3,5,135.0,13,At Risk
15919,19,2,19.0,4,3,2,432.0,43,Potential Loyalists
15920,153,4,153.0,2,4,4,244.0,24,At Risk
15921,172,1,172.0,2,2,4,224.0,22,Lapsed Customers
15922,372,1,372.0,1,2,5,125.0,12,Lapsed Customers
15923,372,1,372.0,1,2,5,125.0,12,Lapsed Customers
15925,193,1,193.0,1,2,5,125.0,12,Lapsed Customers
15930,66,1,66.0,3,2,3,323.0,32,Less Frequent
15932,3,8,3.0,5,5,1,551.0,55,Top Customers
15933,20,3,20.0,4,4,2,442.0,44,Loyal Customers
15935,238,2,238.0,1,3,5,135.0,13,At Risk
15937,63,1,63.0,3,2,3,323.0,32,Less Frequent
15938,111,5,111.0,2,4,4,244.0,24,At Risk
15939,89,15,89.0,2,5,4,254.0,25,Churned Customers
15940,310,1,310.0,1,2,5,125.0,12,Lapsed Customers
15942,133,1,133.0,2,2,4,224.0,22,Lapsed Customers
15944,276,1,276.0,1,2,5,125.0,12,Lapsed Customers
15945,364,1,364.0,1,2,5,125.0,12,Lapsed Customers
15947,82,1,82.0,2,2,4,224.0,22,Lapsed Customers
15948,7,2,7.0,5,3,1,531.0,53,Potential Loyalists
15949,16,2,16.0,4,3,2,432.0,43,Potential Loyalists
15950,31,4,31.0,4,4,2,442.0,44,Loyal Customers
15951,8,2,8.0,5,3,1,531.0,53,Potential Loyalists
15952,33,4,33.0,3,4,3,343.0,34,Loyal Customers
15953,14,8,14.0,4,5,2,452.0,45,Loyal Customers
15955,23,14,23.0,4,5,2,452.0,45,Loyal Customers
15957,31,1,31.0,4,2,2,422.0,42,Potential Loyalists
15958,73,1,73.0,2,2,4,224.0,22,Lapsed Customers
15963,19,2,19.0,4,3,2,432.0,43,Potential Loyalists
15965,16,4,16.0,4,4,2,442.0,44,Loyal Customers
15967,22,2,22.0,4,3,2,432.0,43,Potential Loyalists
15969,2,3,2.0,5,4,1,541.0,54,Top Customers
15970,303,1,303.0,1,2,5,125.0,12,Lapsed Customers
15971,17,12,17.0,4,5,2,452.0,45,Loyal Customers
15973,366,1,366.0,1,2,5,125.0,12,Lapsed Customers
15974,38,7,38.0,3,5,3,353.0,35,Loyal Customers
15975,83,1,83.0,2,2,4,224.0,22,Lapsed Customers
15976,164,2,164.0,2,3,4,234.0,23,At Risk
15977,16,2,16.0,4,3,2,432.0,43,Potential Loyalists
15978,76,1,76.0,2,2,4,224.0,22,Lapsed Customers
15980,88,3,88.0,2,4,4,244.0,24,At Risk
15981,24,8,24.0,4,5,2,452.0,45,Loyal Customers
15983,21,4,21.0,4,4,2,442.0,44,Loyal Customers
15984,2,10,2.0,5,5,1,551.0,55,Top Customers
15985,122,2,122.0,2,3,4,234.0,23,At Risk
15986,29,1,29.0,4,2,2,422.0,42,Potential Loyalists
15987,11,7,11.0,5,5,1,551.0,55,Top Customers
15988,18,1,18.0,4,2,2,422.0,42,Potential Loyalists
15990,43,2,43.0,3,3,3,333.0,33,Need Attention
15992,3,1,3.0,5,2,1,521.0,52,Potential Loyalists
15993,8,7,8.0,5,5,1,551.0,55,Top Customers
15994,54,1,54.0,3,2,3,323.0,32,Less Frequent
15996,87,6,87.0,2,5,4,254.0,25,Churned Customers
15998,36,5,36.0,3,4,3,343.0,34,Loyal Customers
16000,2,3,2.0,5,4,1,541.0,54,Top Customers
16003,29,5,29.0,4,4,2,442.0,44,Loyal Customers
16005,11,4,11.0,5,4,1,541.0,54,Top Customers
16006,210,1,210.0,1,2,5,125.0,12,Lapsed Customers
16007,47,4,47.0,3,4,3,343.0,34,Loyal Customers
16008,23,3,23.0,4,4,2,442.0,44,Loyal Customers
16009,21,4,21.0,4,4,2,442.0,44,Loyal Customers
16010,245,3,245.0,1,4,5,145.0,14,At Risk
16011,7,16,7.0,5,5,1,551.0,55,Top Customers
16012,34,3,34.0,3,4,3,343.0,34,Loyal Customers
16013,3,47,3.0,5,5,1,551.0,55,Top Customers
16014,37,3,37.0,3,4,3,343.0,34,Loyal Customers
16015,3,3,3.0,5,4,1,541.0,54,Top Customers
16016,2,8,2.0,5,5,1,551.0,55,Top Customers
16017,46,1,46.0,3,2,3,323.0,32,Less Frequent
16018,38,2,38.0,3,3,3,333.0,33,Need Attention
16019,46,9,46.0,3,5,3,353.0,35,Loyal Customers
16020,16,3,16.0,4,4,2,442.0,44,Loyal Customers
16022,259,1,259.0,1,2,5,125.0,12,Lapsed Customers
16023,45,3,45.0,3,4,3,343.0,34,Loyal Customers
16024,11,1,11.0,5,2,1,521.0,52,Potential Loyalists
16025,29,1,29.0,4,2,2,422.0,42,Potential Loyalists
16026,42,1,42.0,3,2,3,323.0,32,Less Frequent
16027,91,6,91.0,2,5,4,254.0,25,Churned Customers
16029,38,63,38.0,3,5,3,353.0,35,Loyal Customers
16030,309,1,309.0,1,2,5,125.0,12,Lapsed Customers
16031,91,2,91.0,2,3,4,234.0,23,At Risk
